"","itemid","ianum","ia_text","surp","prev_surp","prev2_surp","len","prev_len","prev2_len","freq","prev_freq","prev2_freq","ent","prev_ent","prev2_ent","total_rt","gaze_rt","firstfix_rt","context"
"344",4,68,"заголовках,",5.70923657884248,15.3733334555234,2.20029684283953,11,8,1,2.72015930340596,3.14921911265538,7.63042787502502,5.66943047754467,6.24394336342812,2.21027231216431,268.416666666667,237.055555555556,210.555555555556,"long"
"345",4,69,"допинг",5.23396928592686,5.70923657884248,15.3733334555234,6,11,8,3.69983772586725,2.72015930340596,3.14921911265538,8.86515039205551,5.66943047754467,6.24394336342812,228.138888888889,212.861111111111,201.388888888889,"long"
"346",4,73,"новое,",5.37709850907004,3.7471329209888,5.20255811005655,6,2,7,5.06818586174616,7.19865708695442,4.26951294421792,8.63746523857117,5.66300916671753,5.2360787987709,242.916666666667,189.444444444444,152.638888888889,"long"
"347",4,74,"а",3.74173920821762,5.37709850907004,3.7471329209888,1,6,2,6.85973856619715,5.06818586174616,7.19865708695442,5.55904722213745,8.63746523857117,5.66300916671753,42,34.4444444444444,34.4444444444444,"long"
"348",4,75,"такое",11.8430730453483,3.74173920821762,5.37709850907004,5,1,6,5.63042787502502,6.85973856619715,5.06818586174616,8.48405265808105,5.55904722213745,8.63746523857117,316.194444444444,222.944444444444,182.555555555556,"long"
"349",4,76,"же",2.44796888618861,11.8430730453483,3.74173920821762,2,5,1,6.39967372148104,5.63042787502502,6.85973856619715,2.7758002281189,8.48405265808105,5.55904722213745,117.833333333333,101.166666666667,101.166666666667,"long"
"350",4,77,"древнее,",9.27814027855069,2.44796888618861,11.8430730453483,8,2,5,3.64048143697042,6.39967372148104,5.63042787502502,8.41230034828186,2.7758002281189,8.48405265808105,258.75,181.111111111111,163.444444444444,"long"
"351",4,78,"как",0.22105371341114,9.27814027855069,2.44796888618861,3,8,2,6.85003325768977,3.64048143697042,6.39967372148104,1.41381776332855,8.41230034828186,2.7758002281189,114.138888888889,114.138888888889,105.138888888889,"long"
"352",4,79,"и",0.747193830579586,0.22105371341114,9.27814027855069,1,3,8,7.46982201597816,6.85003325768977,3.64048143697042,4.57012176513672,1.41381776332855,8.41230034828186,101.916666666667,95.9722222222222,95.9722222222222,"long"
"353",4,80,"сам",5.88216986296159,0.747193830579586,0.22105371341114,3,1,3,5.58994960132571,7.46982201597816,6.85003325768977,8.37642097473145,4.57012176513672,1.41381776332855,178.5,127.5,120.5,"long"
"354",4,81,"спорт.",0.857426831651495,5.88216986296159,0.747193830579586,6,3,1,4.86981820797933,5.58994960132571,7.46982201597816,4.50776743888855,8.37642097473145,4.57012176513672,224.444444444444,169.222222222222,144.777777777778,"long"
"355",4,82,"Начиная",9.05288295896585,0.857426831651495,5.88216986296159,7,6,3,4.69983772586725,4.86981820797933,5.58994960132571,11.3933620452881,4.50776743888855,8.37642097473145,338.222222222222,252.027777777778,198.166666666667,"long"
"356",4,83,"с",0.143422496436966,9.05288295896585,0.857426831651495,1,7,6,7.13987908640124,4.69983772586725,4.86981820797933,0.787499010562897,11.3933620452881,4.50776743888855,54.3333333333333,45.8055555555556,45.8055555555556,"long"
"357",4,84,"древних",5.13256200524456,0.143422496436966,9.05288295896585,7,1,7,4.29003461136252,7.13987908640124,4.69983772586725,10.3578491210938,0.787499010562897,11.3933620452881,242.722222222222,187.277777777778,176.666666666667,"long"
"358",4,85,"гонок",15.5016646455616,5.13256200524456,0.143422496436966,5,7,1,3.84010609445676,4.29003461136252,7.13987908640124,6.52468609809875,10.3578491210938,0.787499010562897,206.111111111111,166.25,156.138888888889,"long"
"359",4,86,"на",0.835796918895758,15.5016646455616,5.13256200524456,2,5,7,7.25042000230889,3.84010609445676,4.29003461136252,3.13936972618103,6.52468609809875,10.3578491210938,113.694444444444,107.555555555556,107.555555555556,"long"
"360",4,87,"колесницах",2.14680780928708,0.835796918895758,15.5016646455616,10,2,5,2.17026171539496,7.25042000230889,3.84010609445676,7.07602183142444,3.13936972618103,6.52468609809875,313.083333333333,258.722222222222,229.861111111111,"long"
"361",4,88,"и",2.13035438824444,2.14680780928708,0.835796918895758,1,10,2,7.46982201597816,2.17026171539496,7.25042000230889,2.61708617210388,7.07602183142444,3.13936972618103,41.3888888888889,34.0833333333333,34.0833333333333,"long"
"362",4,89,"до",5.1926221798626,2.13035438824444,2.14680780928708,2,1,10,6.38021124171161,7.46982201597816,2.17026171539496,5.12330055236816,2.61708617210388,7.07602183142444,114.861111111111,114.861111111111,114.861111111111,"long"
"363",4,90,"недавних",7.78178243859217,5.1926221798626,2.13035438824444,8,2,1,3.5705429398819,6.38021124171161,7.46982201597816,6.20237970352173,5.12330055236816,2.61708617210388,315.527777777778,254.277777777778,190.638888888889,"long"
"364",4,91,"скандалов",10.1845585845342,7.78178243859217,5.1926221798626,9,8,2,3.30102999566398,3.5705429398819,6.38021124171161,5.23564237356186,6.20237970352173,5.12330055236816,369.861111111111,300.555555555556,259.166666666667,"long"
"365",4,92,"в",2.12159971639192,10.1845585845342,7.78178243859217,1,9,8,7.63042787502502,3.30102999566398,3.5705429398819,3.41715455055237,5.23564237356186,6.20237970352173,31.9166666666667,31.9166666666667,31.9166666666667,"long"
"366",4,93,"бейсболе",8.47449491197891,2.12159971639192,10.1845585845342,8,1,9,2.48995847942483,7.63042787502502,3.30102999566398,12.5433988422155,3.41715455055237,5.23564237356186,363.138888888889,301.75,214.138888888889,"long"
"367",4,94,"и",2.07547497244864,8.47449491197891,2.12159971639192,1,8,1,7.46982201597816,2.48995847942483,7.63042787502502,2.63540267944336,12.5433988422155,3.41715455055237,9.47222222222222,9.47222222222222,9.47222222222222,"long"
"368",4,95,"велоспорте,",9.33461479086447,2.07547497244864,8.47449491197891,11,1,8,2.10037054511756,7.46982201597816,2.48995847942483,10.6294007217512,2.63540267944336,12.5433988422155,393.888888888889,319.666666666667,202,"long"
"369",4,96,"взгляды",14.0406797374001,9.33461479086447,2.07547497244864,7,11,1,4.26007138798508,2.10037054511756,7.46982201597816,8.65981429815292,10.6294007217512,2.63540267944336,367.583333333333,256.75,224.138888888889,"long"
"370",4,97,"спортсменов",4.74540412429174,14.0406797374001,9.33461479086447,11,7,11,4.29003461136252,4.26007138798508,2.10037054511756,3.61374162510037,8.65981429815292,10.6294007217512,323.055555555556,214.416666666667,178.305555555556,"long"
