"","surp","y_lower","y_upper","y","delta","lang","model","linear"
"6863",2.8,4.53443750971137,6.88946354920142,5.78328425446866,-1.52273884133331,"en","monot_all","linear"
"6864",2.9,4.71629957572738,7.12362784773483,5.98983012069968,-1.52273884133331,"en","monot_all","linear"
"6865",3,4.89816164174339,7.35779214626823,6.19637598693071,-1.52273884133331,"en","monot_all","linear"
"6866",3.1,5.08002370775941,7.59195644480164,6.40292185316173,-1.52273884133331,"en","monot_all","linear"
"6867",3.2,5.26188577377542,7.82612074333504,6.60946771939275,-1.52273884133331,"en","monot_all","linear"
"6868",3.3,5.44374783979143,8.06028504186844,6.81601358562378,-1.52273884133331,"en","monot_all","linear"
"6869",3.4,5.62560990580745,8.29444934040185,7.0225594518548,-1.52273884133331,"en","monot_all","linear"
"6870",3.5,5.80747197182346,8.52861363893525,7.22910531808582,-1.52273884133331,"en","monot_all","linear"
"6871",3.6,5.98933403783947,8.76277793746866,7.43565118431685,-1.52273884133331,"en","monot_all","linear"
"6872",3.7,6.17119610385549,8.99694223600206,7.64219705054787,-1.52273884133331,"en","monot_all","linear"
"6873",3.8,6.3530581698715,9.23110653453547,7.8487429167789,-1.52273884133331,"en","monot_all","linear"
"6874",3.9,6.53492023588751,9.46527083306887,8.05528878300992,-1.52273884133331,"en","monot_all","linear"
"6875",4,6.71678230190353,9.69943513160227,8.26183464924094,-1.52273884133331,"en","monot_all","linear"
"6876",4.1,6.89864436791954,9.93359943013568,8.46838051547197,-1.52273884133331,"en","monot_all","linear"
"6877",4.2,7.08050643393555,10.1677637286691,8.67492638170299,-1.52273884133331,"en","monot_all","linear"
"6878",4.3,7.26236849995157,10.4019280272025,8.88147224793401,-1.52273884133331,"en","monot_all","linear"
"6879",4.4,7.44423056596758,10.6360923257359,9.08801811416504,-1.52273884133331,"en","monot_all","linear"
"6880",4.5,7.62609263198359,10.8702566242693,9.29456398039606,-1.52273884133331,"en","monot_all","linear"
"6881",4.6,7.80795469799961,11.1044209228027,9.50110984662708,-1.52273884133331,"en","monot_all","linear"
"6882",4.7,7.98981676401562,11.3385852213361,9.70765571285811,-1.52273884133331,"en","monot_all","linear"
"6883",4.8,8.17167883003163,11.5727495198695,9.91420157908913,-1.52273884133331,"en","monot_all","linear"
"6884",4.9,8.35354089604765,11.8069138184029,10.1207474453202,-1.52273884133331,"en","monot_all","linear"
"6885",5,8.53540296206366,12.0410781169363,10.3272933115512,-1.52273884133331,"en","monot_all","linear"
"6886",5.1,8.71726502807967,12.2752424154697,10.5338391777822,-1.52273884133331,"en","monot_all","linear"
"6887",5.2,8.89912709409569,12.5094067140031,10.7403850440132,-1.52273884133331,"en","monot_all","linear"
"6888",5.3,9.0809891601117,12.7435710125365,10.9469309102442,-1.52273884133331,"en","monot_all","linear"
"6889",5.4,9.26285122612771,12.9777353110699,11.1534767764753,-1.52273884133331,"en","monot_all","linear"
"6890",5.5,9.44471329214372,13.2118996096033,11.3600226427063,-1.52273884133331,"en","monot_all","linear"
"6891",5.6,9.62657535815974,13.4460639081367,11.5665685089373,-1.52273884133331,"en","monot_all","linear"
"6892",5.7,9.80843742417575,13.6802282066701,11.7731143751683,-1.52273884133331,"en","monot_all","linear"
"6893",5.8,9.99029949019176,13.9143925052036,11.9796602413994,-1.52273884133331,"en","monot_all","linear"
"6894",5.9,10.1721615562078,14.148556803737,12.1862061076304,-1.52273884133331,"en","monot_all","linear"
"6895",6,10.3540236222238,14.3827211022704,12.3927519738614,-1.52273884133331,"en","monot_all","linear"
"6896",6.1,10.5358856882398,14.6168854008038,12.5992978400924,-1.52273884133331,"en","monot_all","linear"
"6897",6.2,10.7177477542558,14.8510496993372,12.8058437063235,-1.52273884133331,"en","monot_all","linear"
"6898",6.3,10.8996098202718,15.0852139978706,13.0123895725545,-1.52273884133331,"en","monot_all","linear"
"6899",6.4,11.0814718862878,15.319378296404,13.2189354387855,-1.52273884133331,"en","monot_all","linear"
"6900",6.5,11.2633339523039,15.5535425949374,13.4254813050165,-1.52273884133331,"en","monot_all","linear"
"6901",6.6,11.4451960183199,15.7877068934708,13.6320271712476,-1.52273884133331,"en","monot_all","linear"
"6902",6.7,11.6270580843359,16.0218711920042,13.8385730374786,-1.52273884133331,"en","monot_all","linear"
"6903",6.8,11.8089201503519,16.2560354905376,14.0451189037096,-1.52273884133331,"en","monot_all","linear"
"6904",6.9,11.9907822163679,16.490199789071,14.2516647699406,-1.52273884133331,"en","monot_all","linear"
"6905",7,12.1726442823839,16.7243640876044,14.4582106361716,-1.52273884133331,"en","monot_all","linear"
"6906",7.1,12.3545063483999,16.9585283861378,14.6647565024027,-1.52273884133331,"en","monot_all","linear"
"6907",7.2,12.5363684144159,17.1926926846712,14.8713023686337,-1.52273884133331,"en","monot_all","linear"
"6908",7.3,12.718230480432,17.4268569832046,15.0778482348647,-1.52273884133331,"en","monot_all","linear"
"6909",7.4,12.900092546448,17.661021281738,15.2843941010957,-1.52273884133331,"en","monot_all","linear"
"6910",7.5,13.081954612464,17.8951855802714,15.4909399673268,-1.52273884133331,"en","monot_all","linear"
"6911",7.6,13.26381667848,18.1293498788048,15.6974858335578,-1.52273884133331,"en","monot_all","linear"
"6912",7.7,13.445678744496,18.3635141773382,15.9040316997888,-1.52273884133331,"en","monot_all","linear"
"6913",7.8,13.627540810512,18.5976784758716,16.1105775660198,-1.52273884133331,"en","monot_all","linear"
"6914",7.9,13.809402876528,18.831842774405,16.3171234322509,-1.52273884133331,"en","monot_all","linear"
"6915",8,13.9912649425441,19.0660070729384,16.5236692984819,-1.52273884133331,"en","monot_all","linear"
"6916",8.1,14.1731270085601,19.3001713714718,16.7302151647129,-1.52273884133331,"en","monot_all","linear"
"6917",8.2,14.3549890745761,19.5343356700053,16.9367610309439,-1.52273884133331,"en","monot_all","linear"
"6918",8.3,14.5368511405921,19.7684999685387,17.143306897175,-1.52273884133331,"en","monot_all","linear"
"6919",8.4,14.7187132066081,20.0026642670721,17.349852763406,-1.52273884133331,"en","monot_all","linear"
"6920",8.5,14.9005752726241,20.2368285656055,17.556398629637,-1.52273884133331,"en","monot_all","linear"
