"","prev_surp","y_lower","y_upper","y","delta","lang","model","linear"
"723",11.9,-12.0541767027124,-7.30937471374417,-9.7845829222557,-11.3195383197997,"ge","mgpt_lc","non-linear"
"724",12,-12.0793122452101,-7.32859688314975,-9.79305195023945,-11.3195383197997,"ge","mgpt_lc","non-linear"
"725",12.1,-12.1026346632702,-7.34743236827809,-9.80062396705492,-11.3195383197997,"ge","mgpt_lc","non-linear"
"726",12.2,-12.124149732506,-7.36588240089179,-9.80730183008443,-11.3195383197997,"ge","mgpt_lc","non-linear"
"727",12.3,-12.1438632285309,-7.38394821275346,-9.81308839671028,-11.3195383197997,"ge","mgpt_lc","non-linear"
"728",12.4,-12.1617809269582,-7.40163103562572,-9.81798652431479,-11.3195383197997,"ge","mgpt_lc","non-linear"
"729",12.5,-12.1779086034013,-7.41893210127116,-9.82199907028027,-11.3195383197997,"ge","mgpt_lc","non-linear"
"730",12.6,-12.1922520334735,-7.43585264145239,-9.82512889198903,-11.3195383197997,"ge","mgpt_lc","non-linear"
"731",12.7,-12.2048169927884,-7.45239388793201,-9.82737884682339,-11.3195383197997,"ge","mgpt_lc","non-linear"
"732",12.8,-12.2156092569592,-7.46855707247265,-9.82875179216566,-11.3195383197997,"ge","mgpt_lc","non-linear"
"733",12.9,-12.2246346015993,-7.48434342683689,-9.82925058539816,-11.3195383197997,"ge","mgpt_lc","non-linear"
"734",13,-12.231898802322,-7.49975418278734,-9.82887808390319,-11.3195383197997,"ge","mgpt_lc","non-linear"
"735",13.1,-12.2374076347408,-7.51479057208662,-9.82763714506307,-11.3195383197997,"ge","mgpt_lc","non-linear"
"736",13.2,-12.2411668744691,-7.52945382649733,-9.82553062626011,-11.3195383197997,"ge","mgpt_lc","non-linear"
"737",13.3,-12.2431822971201,-7.54374517778207,-9.82256138487663,-11.3195383197997,"ge","mgpt_lc","non-linear"
"738",13.4,-12.2434596783073,-7.55766585770345,-9.81873227829493,-11.3195383197997,"ge","mgpt_lc","non-linear"
"739",13.5,-12.2420047936441,-7.57121709802409,-9.81404616389734,-11.3195383197997,"ge","mgpt_lc","non-linear"
"740",13.6,-12.2388234187437,-7.58440013050657,-9.80850589906616,-11.3195383197997,"ge","mgpt_lc","non-linear"
"741",13.7,-12.2339213292197,-7.59721618691352,-9.8021143411837,-11.3195383197997,"ge","mgpt_lc","non-linear"
"742",13.8,-12.2273043006853,-7.60966649900752,-9.79487434763229,-11.3195383197997,"ge","mgpt_lc","non-linear"
"743",13.9,-12.2189781087539,-7.62175229855121,-9.78678877579422,-11.3195383197997,"ge","mgpt_lc","non-linear"
"744",14,-12.208948529039,-7.63347481730717,-9.77786048305182,-11.3195383197997,"ge","mgpt_lc","non-linear"
"745",14.1,-12.1972213371539,-7.64483528703801,-9.76809232678741,-11.3195383197997,"ge","mgpt_lc","non-linear"
"746",14.2,-12.1838023087119,-7.65583493950635,-9.75748716438328,-11.3195383197997,"ge","mgpt_lc","non-linear"
"747",14.3,-12.1686972193264,-7.66647500647478,-9.74604785322175,-11.3195383197997,"ge","mgpt_lc","non-linear"
"748",14.4,-12.1519118446108,-7.66530267923485,-9.73377725068515,-11.3195383197997,"ge","mgpt_lc","non-linear"
"749",14.5,-12.1357988727174,-7.66345667301022,-9.72067821415577,-11.3195383197997,"ge","mgpt_lc","non-linear"
"750",14.6,-12.1237772722759,-7.66142312249655,-9.70675360101593,-11.3195383197997,"ge","mgpt_lc","non-linear"
"751",14.7,-12.110271459726,-7.65920267679861,-9.69200626864796,-11.3195383197997,"ge","mgpt_lc","non-linear"
"752",14.8,-12.095286589878,-7.65679598502121,-9.67643907443414,-11.3195383197997,"ge","mgpt_lc","non-linear"
"753",14.9,-12.0788278175419,-7.65420369626913,-9.66005487575681,-11.3195383197997,"ge","mgpt_lc","non-linear"
"754",15,-12.060900297528,-7.65142645964717,-9.64285652999828,-11.3195383197997,"ge","mgpt_lc","non-linear"
"755",15.1,-12.0415091846463,-7.64846492426012,-9.62484689454086,-11.3195383197997,"ge","mgpt_lc","non-linear"
"756",15.2,-12.020659633707,-7.64531973921277,-9.60602882676685,-11.3195383197997,"ge","mgpt_lc","non-linear"
"757",15.3,-11.9983567995202,-7.628656060564,-9.58640518405858,-11.3195383197997,"ge","mgpt_lc","non-linear"
"758",15.4,-11.9746058368962,-7.59222514768503,-9.56597882379835,-11.3195383197997,"ge","mgpt_lc","non-linear"
"759",15.5,-11.949411900645,-7.55551932378158,-9.54475260336849,-11.3195383197997,"ge","mgpt_lc","non-linear"
"760",15.6,-11.9227801455768,-7.51853957093266,-9.52272938015129,-11.3195383197997,"ge","mgpt_lc","non-linear"
"761",15.7,-11.8947157265017,-7.48128687121732,-9.49991201152908,-11.3195383197997,"ge","mgpt_lc","non-linear"
"762",15.8,-11.86522379823,-7.44376220671458,-9.47630335488416,-11.3195383197997,"ge","mgpt_lc","non-linear"
"763",15.9,-11.8343095155717,-7.40596655950346,-9.45190626759886,-11.3195383197997,"ge","mgpt_lc","non-linear"
"764",16,-11.801978033337,-7.36790091166301,-9.42672360705549,-11.3195383197997,"ge","mgpt_lc","non-linear"
"765",16.1,-11.768234506336,-7.32956624527224,-9.40075823063634,-11.3195383197997,"ge","mgpt_lc","non-linear"
"766",16.2,-11.733084089379,-7.2909635424102,-9.37401299572375,-11.3195383197997,"ge","mgpt_lc","non-linear"
"767",16.3,-11.696531937276,-7.2520937851559,-9.34649075970002,-11.3195383197997,"ge","mgpt_lc","non-linear"
"768",16.4,-11.6585832048372,-7.21295795558838,-9.31819437994747,-11.3195383197997,"ge","mgpt_lc","non-linear"
"769",16.5,-11.6192430468727,-7.17355703578666,-9.28912671384841,-11.3195383197997,"ge","mgpt_lc","non-linear"
"770",16.6,-11.5785166181927,-7.13389200782978,-9.25929061878514,-11.3195383197997,"ge","mgpt_lc","non-linear"
"771",16.7,-11.5364090736073,-7.09396385379676,-9.22868895214,-11.3195383197997,"ge","mgpt_lc","non-linear"
"772",16.8,-11.4929255679268,-7.05377355576664,-9.19732457129528,-11.3195383197997,"ge","mgpt_lc","non-linear"
"773",16.9,-11.4480712559611,-7.01332209581844,-9.1652003336333,-11.3195383197997,"ge","mgpt_lc","non-linear"
"774",17,-11.4018512925206,-6.97261045603119,-9.13231909653637,-11.3195383197997,"ge","mgpt_lc","non-linear"
"775",17.1,-11.3542708324153,-6.93163961848393,-9.09868371738681,-11.3195383197997,"ge","mgpt_lc","non-linear"
"776",17.2,-11.3053350304554,-6.89041056525567,-9.06429705356692,-11.3195383197997,"ge","mgpt_lc","non-linear"
"777",17.3,-11.255049041451,-6.84892427842546,-9.02916196245903,-11.3195383197997,"ge","mgpt_lc","non-linear"
"778",17.4,-11.2034180202123,-6.80479112966743,-8.99328130144544,-11.3195383197997,"ge","mgpt_lc","non-linear"
"779",17.5,-11.1504471215494,-6.75552742956539,-8.95665792790848,-11.3195383197997,"ge","mgpt_lc","non-linear"
"780",17.6,-11.0961415002725,-6.70582330563821,-8.91929469923044,-11.3195383197997,"ge","mgpt_lc","non-linear"
"781",17.7,-11.0464421872536,-6.65568045883947,-8.88119447279364,-11.3195383197997,"ge","mgpt_lc","non-linear"
"782",17.8,-10.9972459368478,-6.60510059012273,-8.84236010598041,-11.3195383197997,"ge","mgpt_lc","non-linear"
"783",17.9,-10.9468075857137,-6.55408540044158,-8.80279445617304,-11.3195383197997,"ge","mgpt_lc","non-linear"
"784",18,-10.89513198718,-6.5026365907496,-8.76250038075385,-11.3195383197997,"ge","mgpt_lc","non-linear"
"785",18.1,-10.8422239945751,-6.45075586200035,-8.72148073710516,-11.3195383197997,"ge","mgpt_lc","non-linear"
"786",18.2,-10.7880884612278,-6.39844491514742,-8.67973838260928,-11.3195383197997,"ge","mgpt_lc","non-linear"
"787",18.3,-10.7327302404664,-6.34570545114437,-8.63727617464852,-11.3195383197997,"ge","mgpt_lc","non-linear"
"788",18.4,-10.7307424995628,-6.2925391709448,-8.59409697060519,-11.3195383197997,"ge","mgpt_lc","non-linear"
"789",18.5,-10.7313568313171,-6.23894777550227,-8.55020362786161,-11.3195383197997,"ge","mgpt_lc","non-linear"
"790",18.6,-10.7316203215863,-6.18493296577037,-8.50559900380009,-11.3195383197997,"ge","mgpt_lc","non-linear"
"791",18.7,-10.7395882370315,-6.13049644270266,-8.46028595580295,-11.3195383197997,"ge","mgpt_lc","non-linear"
"792",18.8,-10.7555730966935,-6.07563990725272,-8.41426734125248,-11.3195383197997,"ge","mgpt_lc","non-linear"
"793",18.9,-10.7714836817267,-6.02036506037413,-8.36754601753102,-11.3195383197997,"ge","mgpt_lc","non-linear"
"794",19,-10.7873202941495,-5.96467360302047,-8.32012484202087,-11.3195383197997,"ge","mgpt_lc","non-linear"
"795",19.1,-10.80308323598,-5.90269484436137,-8.27200667210434,-11.3195383197997,"ge","mgpt_lc","non-linear"
"796",19.2,-10.8187728092366,-5.83571175900303,-8.22319436516376,-11.3195383197997,"ge","mgpt_lc","non-linear"
"797",19.3,-10.8343893159375,-5.76828500787668,-8.17369077858141,-11.3195383197997,"ge","mgpt_lc","non-linear"
"798",19.4,-10.8499330581011,-5.70041642486058,-8.12349876973964,-11.3195383197997,"ge","mgpt_lc","non-linear"
"799",19.5,-10.8654043377456,-5.63210784383303,-8.07262119602074,-11.3195383197997,"ge","mgpt_lc","non-linear"
"800",19.6,-10.8808034568892,-5.56336109867229,-8.02106091480703,-11.3195383197997,"ge","mgpt_lc","non-linear"
"801",19.7,-10.8961307175502,-5.49417802325664,-7.96882078348082,-11.3195383197997,"ge","mgpt_lc","non-linear"
"802",19.8,-10.911386421747,-5.42456045146436,-7.91590365942443,-11.3195383197997,"ge","mgpt_lc","non-linear"
"803",19.9,-10.9265708714977,-5.35451021717373,-7.86231240002016,-11.3195383197997,"ge","mgpt_lc","non-linear"
"804",20,-10.9416843688207,-5.28402915426302,-7.80804986265034,-11.3195383197997,"ge","mgpt_lc","non-linear"
"805",0,-4.04275126294322,4.5942736498842,0,-0.421396275630759,"gr","mgpt_lc","non-linear"
"806",0.1,-3.40865359530422,4.31334497729889,0.225092995343524,-0.421396275630759,"gr","mgpt_lc","non-linear"
"807",0.2,-2.78083541253263,4.03180417727658,0.447161673248689,-0.421396275630759,"gr","mgpt_lc","non-linear"
"808",0.3,-2.16557619949587,3.74903912238027,0.663181716277134,-0.421396275630759,"gr","mgpt_lc","non-linear"
"809",0.4,-1.58090230152633,3.49474425532477,0.870128806990502,-0.421396275630759,"gr","mgpt_lc","non-linear"
"810",0.5,-1.10538408206051,3.27282802895377,1.06497862795043,-0.421396275630759,"gr","mgpt_lc","non-linear"
"811",0.6,-0.707097931019881,3.04424093915779,1.24470686171856,-0.421396275630759,"gr","mgpt_lc","non-linear"
"812",0.7,-0.348683089596086,2.811759283645,1.40628919085654,-0.421396275630759,"gr","mgpt_lc","non-linear"
"813",0.8,-0.0580282530910785,2.60014876522187,1.546701297926,-0.421396275630759,"gr","mgpt_lc","non-linear"
"814",0.9,-0.00670393854314216,2.73703822399742,1.66291886548859,-0.421396275630759,"gr","mgpt_lc","non-linear"
"815",1,0.0319401369824424,3.11121443980316,1.75191757610594,-0.421396275630759,"gr","mgpt_lc","non-linear"
"816",1.1,-0.0174606499484061,3.42556902212571,1.8106731123397,-0.421396275630759,"gr","mgpt_lc","non-linear"
"817",1.2,-0.0872451288568819,3.67411980761674,1.8361611567515,-0.421396275630759,"gr","mgpt_lc","non-linear"
"818",1.3,-0.157070055261918,3.85088463292795,1.82535739190299,-0.421396275630759,"gr","mgpt_lc","non-linear"
"819",1.4,-0.226938799788229,3.94988133471101,1.77523750035581,-0.421396275630759,"gr","mgpt_lc","non-linear"
"820",1.5,-0.297213621154404,3.96512774961761,1.6827771646716,-0.421396275630759,"gr","mgpt_lc","non-linear"
"821",1.6,-0.427486471267931,3.89064171429942,1.54495206741199,-0.421396275630759,"gr","mgpt_lc","non-linear"
"822",1.7,-0.734181430467101,3.72135880701054,1.35923838728662,-0.421396275630759,"gr","mgpt_lc","non-linear"
"823",1.8,-1.08483886982046,3.46145566960823,1.12815197509186,-0.421396275630759,"gr","mgpt_lc","non-linear"
"824",1.9,-1.44125210197531,3.12045631343096,0.857124903161951,-0.421396275630759,"gr","mgpt_lc","non-linear"
"825",2,-1.8097627283412,2.7079499253705,0.55162478772856,-0.421396275630759,"gr","mgpt_lc","non-linear"
"826",2.1,-2.18921949177614,2.23352569231865,0.217119245023345,-0.421396275630759,"gr","mgpt_lc","non-linear"
"827",2.2,-2.66226963682149,1.70677280116718,-0.140924108722036,-0.421396275630759,"gr","mgpt_lc","non-linear"
"828",2.3,-3.14102722321227,1.13728043880788,-0.517037657275919,-0.421396275630759,"gr","mgpt_lc","non-linear"
"829",2.4,-3.61719406602134,0.652772510580392,-0.905753784406646,-0.421396275630759,"gr","mgpt_lc","non-linear"
"830",2.5,-4.08548262398453,0.177934823444499,-1.30160487388256,-0.421396275630759,"gr","mgpt_lc","non-linear"
"831",2.6,-4.54060535583771,-0.252746407522145,-1.69912330947199,-0.421396275630759,"gr","mgpt_lc","non-linear"
"832",2.7,-4.97727472031671,-0.655270219901602,-2.09284147494328,-0.421396275630759,"gr","mgpt_lc","non-linear"
"833",2.8,-5.39020317615739,-0.996955634754556,-2.47729175406478,-0.421396275630759,"gr","mgpt_lc","non-linear"
"834",2.9,-5.77410318209559,-1.14169704407237,-2.84700653060482,-0.421396275630759,"gr","mgpt_lc","non-linear"
"835",3,-6.24347134130041,-1.2676589793473,-3.19651818833174,-0.421396275630759,"gr","mgpt_lc","non-linear"
"836",3.1,-6.67401779138344,-1.34048491032879,-3.52035911101388,-0.421396275630759,"gr","mgpt_lc","non-linear"
"837",3.2,-7.04326935549561,-1.39335071571604,-3.81306168241958,-0.421396275630759,"gr","mgpt_lc","non-linear"
"838",3.3,-7.34189853252288,-1.44383281820632,-4.06933094833514,-0.421396275630759,"gr","mgpt_lc","non-linear"
"839",3.4,-7.56756004757035,-1.49183589814505,-4.28757825128868,-0.421396275630759,"gr","mgpt_lc","non-linear"
"840",3.5,-7.72462434152959,-1.53731987432366,-4.46977976180977,-0.421396275630759,"gr","mgpt_lc","non-linear"
"841",3.6,-7.81773380278823,-1.5802469023699,-4.61805600526368,-0.421396275630759,"gr","mgpt_lc","non-linear"
"842",3.7,-7.85153081973395,-1.62057913791154,-4.73452750701569,-0.421396275630759,"gr","mgpt_lc","non-linear"
"843",3.8,-7.8306577807544,-1.65827873657632,-4.82131479243108,-0.421396275630759,"gr","mgpt_lc","non-linear"
"844",3.9,-7.7844097871429,-1.69330785399201,-4.88053838687511,-0.421396275630759,"gr","mgpt_lc","non-linear"
"845",4,-7.71013604909607,-1.72562864578636,-4.91431881571307,-0.421396275630759,"gr","mgpt_lc","non-linear"
"846",4.1,-7.59146612161261,-1.75520326758714,-4.92477660431022,-0.421396275630759,"gr","mgpt_lc","non-linear"
"847",4.2,-7.43323672349399,-1.78199387502209,-4.91403227803186,-0.421396275630759,"gr","mgpt_lc","non-linear"
"848",4.3,-7.3758618390873,-1.80596262371898,-4.88420636224324,-0.421396275630759,"gr","mgpt_lc","non-linear"
"849",4.4,-7.30368003229128,-1.82707166930556,-4.83741938230965,-0.421396275630759,"gr","mgpt_lc","non-linear"
"850",4.5,-7.20573721235887,-1.84528316740959,-4.77579186359636,-0.421396275630759,"gr","mgpt_lc","non-linear"
"851",4.6,-7.08590629183962,-1.86055927365884,-4.70144433146865,-0.421396275630759,"gr","mgpt_lc","non-linear"
"852",4.7,-6.97738735670074,-1.87286214368105,-4.61649731129178,-0.421396275630759,"gr","mgpt_lc","non-linear"
"853",4.8,-6.86527371227533,-1.88215393310398,-4.52307132843105,-0.421396275630759,"gr","mgpt_lc","non-linear"
"854",4.9,-6.74312107322008,-1.88839679755539,-4.42328690825172,-0.421396275630759,"gr","mgpt_lc","non-linear"
"855",5,-6.61421373729495,-1.89155289266304,-4.31926457611906,-0.421396275630759,"gr","mgpt_lc","non-linear"
