"","trialid","ianum","model_ia","surp","ent","model","freq","len","prev_surp","prev2_surp","prev_freq","prev2_freq","prev_len","prev2_len","prev_ent","prev2_ent","ia","total_rt","gaze_rt","firstfix_rt","mismatch","lang"
"1",1,1,"Янус",14.8587296269028,13.4968128204346,"mgpt_lc",20.4964734177041,4,NA,NA,NA,NA,NA,NA,NA,NA,"Янус",479.411764705882,281.823529411765,167.411764705882,FALSE,"ru"
"2",1,2,"—",7.97427290354903,8.80104541778564,"mgpt_lc",Inf,1,14.8587296269028,NA,20.4964734177041,NA,4,NA,13.4968128204346,NA,"—",189.235294117647,138.147058823529,133.911764705882,FALSE,"ru"
"3",1,3,"бог",9.349719106491,10.0923509597778,"mgpt_lc",13.3212819122432,3,7.97427290354903,14.8587296269028,Inf,20.4964734177041,1,4,8.80104541778564,13.4968128204346,"бог",313.970588235294,163.794117647059,153.117647058824,FALSE,"ru"
"4",1,4,"всех",10.4871921564147,7.45317220687866,"mgpt_lc",10.2311288511831,4,9.349719106491,7.97427290354903,13.3212819122432,Inf,3,1,10.0923509597778,8.80104541778564,"всех",445.794117647059,220.205882352941,177.294117647059,FALSE,"ru"
"5",1,5,"начинаний",13.2692234224018,8.83498269319534,"mgpt_lc",20.6613386620862,9,10.4871921564147,9.349719106491,10.2311288511831,13.3212819122432,4,3,7.45317220687866,10.0923509597778,"начинаний",733.058823529412,284.823529411765,237.235294117647,FALSE,"ru"
"6",1,6,"и",2.02568922443556,3.09948110580444,"mgpt_lc",5.08314123530025,1,13.2692234224018,10.4871921564147,20.6613386620862,10.2311288511831,9,4,8.83498269319534,7.45317220687866,"и",51.6764705882353,45.5588235294118,45.5588235294118,FALSE,"ru"
"7",1,7,"переходов",15.6755432178253,8.93886476755142,"mgpt_lc",18.005569150768,9,2.02568922443556,13.2692234224018,5.08314123530025,20.6613386620862,1,9,3.09948110580444,8.83498269319534,"переходов",726.676470588235,381.294117647059,262.588235294118,FALSE,"ru"
"8",1,8,"в",2.64350544692513,4.02544784545898,"mgpt_lc",4.54962011992896,1,15.6755432178253,2.02568922443556,18.005569150768,5.08314123530025,9,1,8.93886476755142,3.09948110580444,"в",56.2941176470588,47.3235294117647,47.3235294117647,FALSE,"ru"
"9",1,9,"древнеримской",20.5261245366873,14.359376244247,"mgpt_lc",22.886125598563,13,2.64350544692513,15.6755432178253,4.54962011992896,18.005569150768,1,9,4.02544784545898,8.93886476755142,"древнеримской",845.470588235294,335.205882352941,234.411764705882,FALSE,"ru"
"10",1,10,"религии",5.31366804651956,4.32442344725132,"mgpt_lc",15.6760678361758,7,20.5261245366873,2.64350544692513,22.886125598563,4.54962011992896,13,1,14.359376244247,4.02544784545898,"религии",562.323529411765,254.294117647059,220.764705882353,FALSE,"ru"
"11",1,11,"и",4.53386577012528,2.84870958328247,"mgpt_lc",5.08314123530025,1,5.31366804651956,20.5261245366873,15.6760678361758,22.886125598563,7,13,4.32442344725132,14.359376244247,"и",27.5294117647059,21.4411764705882,21.4411764705882,FALSE,"ru"
"12",1,12,"мифологии.",4.4963588003665,7.26858627796173,"mgpt_lc",18.0715990211031,10,4.53386577012528,5.31366804651956,5.08314123530025,15.6760678361758,1,7,2.84870958328247,4.32442344725132,"мифологии.",450.382352941176,246.235294117647,220.441176470588,FALSE,"ru"
"13",1,13,"Он",3.92574630809605,6.17098045349121,"mgpt_lc",8.00601412945062,2,4.4963588003665,4.53386577012528,18.0715990211031,5.08314123530025,10,1,7.26858627796173,2.84870958328247,"Он",41.1176470588235,41.1176470588235,41.1176470588235,FALSE,"ru"
"14",1,14,"имеет",8.88965529105569,6.64346075057983,"mgpt_lc",11.6931638299991,5,3.92574630809605,4.4963588003665,8.00601412945062,18.0715990211031,2,10,6.17098045349121,7.26858627796173,"имеет",324.794117647059,246.617647058824,228.470588235294,FALSE,"ru"
"15",1,15,"двоякую",12.3900607952324,12.6932619810104,"mgpt_lc",23.7516753987906,7,8.88965529105569,3.92574630809605,11.6931638299991,8.00601412945062,5,2,6.64346075057983,6.17098045349121,"двоякую",327.676470588235,255.147058823529,198.205882352941,FALSE,"ru"
"16",1,16,"природу,",4.84340096585391,7.78596818819642,"mgpt_lc",16.3831319446281,8,12.3900607952324,8.88965529105569,23.7516753987906,11.6931638299991,7,5,12.6932619810104,6.64346075057983,"природу,",422.882352941176,339.676470588235,215.941176470588,FALSE,"ru"
"17",1,17,"и",3.77836420587336,7.48774003982544,"mgpt_lc",5.08314123530025,1,4.84340096585391,12.3900607952324,16.3831319446281,23.7516753987906,8,7,7.78596818819642,12.6932619810104,"и",96.5882352941176,54.3529411764706,54.3529411764706,FALSE,"ru"
"18",1,18,"его",4.70924243882049,5.8649263381958,"mgpt_lc",8.00601412945062,3,3.77836420587336,4.84340096585391,5.08314123530025,16.3831319446281,1,8,7.48774003982544,7.78596818819642,"его",202.794117647059,159.029411764706,151.764705882353,FALSE,"ru"
"19",1,19,"обычно",10.2224197955014,8.54390621185303,"mgpt_lc",12.4558351383578,6,4.70924243882049,3.77836420587336,8.00601412945062,5.08314123530025,3,1,5.8649263381958,7.48774003982544,"обычно",277.676470588235,196.882352941176,196.882352941176,FALSE,"ru"
"20",1,20,"изображают",3.13717108333161,5.82628244161606,"mgpt_lc",18.9315685693242,10,10.2224197955014,4.70924243882049,12.4558351383578,8.00601412945062,6,3,8.54390621185303,5.8649263381958,"изображают",329.735294117647,222.882352941176,192.970588235294,FALSE,"ru"
