"","trialid","ianum","model_ia","surp","ent","model","freq","len","prev_surp","prev2_surp","prev_freq","prev2_freq","prev_len","prev2_len","prev_ent","prev2_ent","ia","total_rt","gaze_rt","firstfix_rt","mismatch","lang"
"1",1,1,"In",0,0,"mgpt_lc",0.0186,2,NA,NA,NA,NA,NA,NA,NA,NA,"In",76.7894736842105,52.6315789473684,45.2368421052632,FALSE,"en"
"2",1,2,"ancient",16.1158551056241,10.0423259735107,"mgpt_lc",0.0000479,7,0,NA,0.0186,NA,2,NA,0,NA,"ancient",615.368421052632,322.394736842105,204.263157894737,FALSE,"en"
"3",1,3,"Roman",6.92069898800172,4.08594369888306,"mgpt_lc",0.0000316,5,16.1158551056241,0,0.0000479,0.0186,7,2,10.0423259735107,0,"Roman",516.605263157895,258.131578947368,196.131578947368,FALSE,"en"
"4",1,4,"religion",8.67995214347113,3.66332268714905,"mgpt_lc",0.000055,8,6.92069898800172,16.1158551056241,0.0000316,0.0000479,5,7,4.08594369888306,10.0423259735107,"religion",683.684210526316,298.078947368421,225.973684210526,FALSE,"en"
"5",1,5,"and",5.17008839421283,3.46885967254639,"mgpt_lc",0.0257,3,8.67995214347113,6.92069898800172,0.000055,0.0000316,8,5,3.66332268714905,4.08594369888306,"and",172.552631578947,129.868421052632,122.105263157895,FALSE,"en"
"6",1,6,"myth,",5.7466796490171,10.1768743991852,"mgpt_lc",0.000012,5,5.17008839421283,8.67995214347113,0.0257,0.000055,3,8,3.46885967254639,3.66332268714905,"myth,",496.263157894737,279.131578947368,258.210526315789,FALSE,"en"
"7",1,7,"Janus",14.1750380777853,10.4429488182068,"mgpt_lc",0.00000105,5,5.7466796490171,5.17008839421283,0.000012,0.0257,5,3,10.1768743991852,3.46885967254639,"Janus",580.684210526316,310.473684210526,241.473684210526,FALSE,"en"
"8",1,8,"is",3.28254352233465,4.27707052230835,"mgpt_lc",0.0117,2,14.1750380777853,5.7466796490171,0.00000105,0.000012,5,5,10.4429488182068,10.1768743991852,"is",200.552631578947,142.526315789474,142.526315789474,FALSE,"en"
"9",1,9,"the",1.45207420422554,4.405921459198,"mgpt_lc",0.0537,3,3.28254352233465,14.1750380777853,0.0117,0.00000105,2,5,4.27707052230835,10.4429488182068,"the",251.763157894737,147.684210526316,135.421052631579,FALSE,"en"
"10",1,10,"god",1.27160892191589,6.01429796218872,"mgpt_lc",0.000372,3,1.45207420422554,3.28254352233465,0.0537,0.0117,3,2,4.405921459198,4.27707052230835,"god",271.131578947368,158.394736842105,146.263157894737,FALSE,"en"
"11",1,11,"of",0.308515132646727,1.50834834575653,"mgpt_lc",0.0251,2,1.27160892191589,1.45207420422554,0.000372,0.0537,3,3,6.01429796218872,4.405921459198,"of",142.973684210526,115.473684210526,109.973684210526,FALSE,"en"
"12",1,12,"beginnings",13.654429104686,9.42848074436188,"mgpt_lc",0.00000437,10,0.308515132646727,1.27160892191589,0.0251,0.000372,2,3,1.50834834575653,6.01429796218872,"beginnings",676.315789473684,321.894736842105,223.394736842105,FALSE,"en"
"13",1,13,"and",1.31458036948796,2.20700931549072,"mgpt_lc",0.0257,3,13.654429104686,0.308515132646727,0.00000437,0.0251,10,2,9.42848074436188,1.50834834575653,"and",128.210526315789,87.7105263157895,74.2631578947368,FALSE,"en"
"14",1,14,"gates.",15.6983050329756,10.1340854167938,"mgpt_lc",0.00002,6,1.31458036948796,13.654429104686,0.0257,0.00000437,3,10,2.20700931549072,9.42848074436188,"gates.",446.184210526316,307.289473684211,224.421052631579,FALSE,"en"
"15",1,15,"He",1.80179973506728,4.95827150344849,"mgpt_lc",0.0049,2,15.6983050329756,1.31458036948796,0.00002,0.0257,6,3,10.1340854167938,2.20700931549072,"He",118.473684210526,96.0526315789474,96.0526315789474,FALSE,"en"
"16",1,16,"has",5.53424105752795,3.53965520858765,"mgpt_lc",0.00234,3,1.80179973506728,15.6983050329756,0.0049,0.00002,2,6,4.95827150344849,10.1340854167938,"has",238.157894736842,160.578947368421,150.210526315789,FALSE,"en"
"17",1,17,"a",2.88855370220706,5.86891555786133,"mgpt_lc",0.0229,1,5.53424105752795,1.80179973506728,0.00234,0.0049,3,2,3.53965520858765,4.95827150344849,"a",97.8947368421053,81.1578947368421,81.1578947368421,FALSE,"en"
"18",1,18,"double",6.42418022737389,8.97891139984131,"mgpt_lc",0.000102,6,2.88855370220706,5.53424105752795,0.0229,0.00234,1,3,5.86891555786133,3.53965520858765,"double",246.684210526316,164.026315789474,143.526315789474,FALSE,"en"
"19",1,19,"nature",4.99799916607096,6.90109491348267,"mgpt_lc",0.0000955,6,6.42418022737389,2.88855370220706,0.000102,0.0229,6,1,8.97891139984131,5.86891555786133,"nature",303.157894736842,195.894736842105,165.052631578947,FALSE,"en"
"20",1,20,"and",3.66986078702748,3.08580732345581,"mgpt_lc",0.0257,3,4.99799916607096,6.42418022737389,0.0000955,0.000102,6,6,6.90109491348267,8.97891139984131,"and",203.842105263158,153.131578947368,146.868421052632,FALSE,"en"
"21",1,21,"is",1.72159563351041,6.18430805206299,"mgpt_lc",0.0117,2,3.66986078702748,4.99799916607096,0.0257,0.0000955,3,6,3.08580732345581,6.90109491348267,"is",222.973684210526,131.026315789474,111.473684210526,FALSE,"en"
"22",1,22,"usually",7.26530123167802,6.53050804138184,"mgpt_lc",0.000141,7,1.72159563351041,3.66986078702748,0.0117,0.0257,2,3,6.18430805206299,3.08580732345581,"usually",359.394736842105,281.842105263158,226.210526315789,FALSE,"en"
"23",1,23,"depicted",2.39711846757043,5.1588134765625,"mgpt_lc",0.00000589,8,7.26530123167802,1.72159563351041,0.000141,0.0117,7,2,6.53050804138184,6.18430805206299,"depicted",429.921052631579,214.789473684211,171.710526315789,FALSE,"en"
"24",1,24,"as",0.41057366582917,1.80305552482605,"mgpt_lc",0.00589,2,2.39711846757043,7.26530123167802,0.00000589,0.000141,8,7,5.1588134765625,6.53050804138184,"as",173.315789473684,129.105263157895,126.315789473684,FALSE,"en"
"25",1,25,"having",6.98662450299136,3.0507230758667,"mgpt_lc",0.000389,6,0.41057366582917,2.39711846757043,0.00589,0.00000589,2,8,1.80305552482605,5.1588134765625,"having",412.473684210526,274.973684210526,208.657894736842,FALSE,"en"
"26",1,26,"two",2.25139457903325,5.24971532821655,"mgpt_lc",0.00126,3,6.98662450299136,0.41057366582917,0.000389,0.00589,6,2,3.0507230758667,1.80305552482605,"two",225.210526315789,194.078947368421,176.526315789474,FALSE,"en"
"27",1,27,"faces,",5.79773743628698,8.61279726028442,"mgpt_lc",0.0000389,6,2.25139457903325,6.98662450299136,0.00126,0.000389,3,6,5.24971532821655,3.0507230758667,"faces,",229.552631578947,205.631578947368,169.894736842105,FALSE,"en"
"28",1,28,"since",10.0531151372812,5.2797589302063,"mgpt_lc",0.000562,5,5.79773743628698,2.25139457903325,0.0000389,0.00126,6,3,8.61279726028442,5.24971532821655,"since",399.421052631579,231.263157894737,197.342105263158,FALSE,"en"
"29",1,29,"he",1.01878158395818,3.66885852813721,"mgpt_lc",0.0049,2,10.0531151372812,5.79773743628698,0.000562,0.0000389,5,6,5.2797589302063,8.61279726028442,"he",120.763157894737,100.315789473684,92.9736842105263,FALSE,"en"
"30",1,30,"looks",8.4261050776476,4.75940036773682,"mgpt_lc",0.000229,5,1.01878158395818,10.0531151372812,0.0049,0.000562,2,5,3.66885852813721,5.2797589302063,"looks",291.736842105263,227.447368421053,186.263157894737,FALSE,"en"
"31",1,31,"to",4.71638411943303,4.02466773986816,"mgpt_lc",0.0269,2,8.4261050776476,1.01878158395818,0.000229,0.0049,5,2,4.75940036773682,3.66885852813721,"to",129,118.789473684211,118.789473684211,FALSE,"en"
"32",1,32,"the",1.53925403217629,5.98158264160156,"mgpt_lc",0.0537,3,4.71638411943303,8.4261050776476,0.0269,0.000229,2,5,4.02466773986816,4.75940036773682,"the",280.894736842105,197.105263157895,182.236842105263,FALSE,"en"
"33",1,33,"future",5.57087667182629,5.89146757125854,"mgpt_lc",0.000214,6,1.53925403217629,4.71638411943303,0.0537,0.0269,3,2,5.98158264160156,4.02466773986816,"future",305.578947368421,225.868421052632,217.289473684211,FALSE,"en"
"34",1,34,"and",2.31184831596915,3.55914402008057,"mgpt_lc",0.0257,3,5.57087667182629,1.53925403217629,0.000214,0.0537,6,3,5.89146757125854,5.98158264160156,"and",184.157894736842,137.473684210526,126.184210526316,FALSE,"en"
"35",1,35,"to",5.25047475473504,7.5597972869873,"mgpt_lc",0.0269,2,2.31184831596915,5.57087667182629,0.0257,0.000214,3,6,3.55914402008057,5.89146757125854,"to",239.052631578947,167.947368421053,167.947368421053,FALSE,"en"
"36",1,36,"the",0.59009157388494,3.77831959724426,"mgpt_lc",0.0537,3,5.25047475473504,2.31184831596915,0.0269,0.0257,2,3,7.5597972869873,3.55914402008057,"the",265.763157894737,193.789473684211,172.5,FALSE,"en"
"37",1,37,"past.",2.51731467383332,9.24636006355286,"mgpt_lc",0.000229,5,0.59009157388494,5.25047475473504,0.0537,0.0269,3,2,3.77831959724426,7.5597972869873,"past.",215.973684210526,150.473684210526,142.973684210526,FALSE,"en"
"38",1,38,"Janus",2.90418024688987,5.1015398837626,"mgpt_lc",0.00000105,5,2.51731467383332,0.59009157388494,0.000229,0.0537,5,3,9.24636006355286,3.77831959724426,"Janus",399.342105263158,259.236842105263,231.763157894737,FALSE,"en"
"39",1,39,"presided",15.4068167967314,5.9506094455719,"mgpt_lc",0.00000257,8,2.90418024688987,2.51731467383332,0.00000105,0.000229,5,5,5.1015398837626,9.24636006355286,"presided",545.815789473684,315.368421052632,214.815789473684,FALSE,"en"
"40",1,40,"over",0.0411037777632021,0.315211653709412,"mgpt_lc",0.0012,4,15.4068167967314,2.90418024688987,0.00000257,0.00000105,8,5,5.9506094455719,5.1015398837626,"over",229.342105263158,167.947368421053,147.394736842105,FALSE,"en"
"41",1,41,"the",0.681347556533198,4.21606731414795,"mgpt_lc",0.0537,3,0.0411037777632021,15.4068167967314,0.0012,0.00000257,4,8,0.315211653709412,5.9506094455719,"the",104,88.9210526315789,69,FALSE,"en"
"42",1,42,"beginning",3.54241935110055,8.88967609405518,"mgpt_lc",0.0001,9,0.681347556533198,0.0411037777632021,0.0537,0.0012,3,4,4.21606731414795,0.315211653709412,"beginning",462.973684210526,302.421052631579,194.157894736842,FALSE,"en"
"43",1,43,"and",3.15417231633445,2.04220938682556,"mgpt_lc",0.0257,3,3.54241935110055,0.681347556533198,0.0001,0.0537,9,3,8.88967609405518,4.21606731414795,"and",141.815789473684,103.421052631579,98.5263157894737,FALSE,"en"
"44",1,44,"ending",6.11434923732603,5.69791173934937,"mgpt_lc",0.0000479,6,3.15417231633445,3.54241935110055,0.0257,0.0001,3,9,2.04220938682556,8.88967609405518,"ending",522.921052631579,275.447368421053,216.447368421053,FALSE,"en"
"45",1,45,"of",0.414743897443647,2.05150747299194,"mgpt_lc",0.0251,2,6.11434923732603,3.15417231633445,0.0000479,0.0257,6,3,5.69791173934937,2.04220938682556,"of",143.868421052632,111.526315789474,103.026315789474,FALSE,"en"
